geo_accession,hsa-miR-1307-3p,hsa-miR-4783-3p,hsa-miR-8073,hsa-miR-4532,hsa-miR-6787-5p,hsa-miR-6861-5p,hsa-miR-1233-5p,hsa-miR-4675,hsa-miR-92a-2-5p,hsa-miR-6756-5p,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-4758-5p,hsa-miR-6802-5p,hsa-miR-6769a-5p,hsa-miR-4419b,hsa-miR-6784-5p,hsa-miR-4428,hsa-miR-342-5p,hsa-miR-885-3p,hsa-miR-8059,hsa-miR-1238-5p,hsa-miR-3156-5p,hsa-miR-4727-3p,hsa-miR-663a,hsa-miR-320a,hsa-miR-191-5p,hsa-miR-4646-5p,hsa-miR-1246,hsa-miR-4299,hsa-miR-4515,hsa-miR-197-5p,hsa-miR-6073,hsa-miR-4730,hsa-miR-6717-5p,hsa-miR-614,hsa-miR-6816-5p,hsa-miR-6858-5p,hsa-miR-211-3p,hsa-miR-6131,hsa-miR-6887-5p,hsa-miR-3682-3p,hsa-miR-6839-5p,hsa-miR-23b-3p,hsa-miR-642b-3p,hsa-miR-320b,hsa-miR-130a-3p,hsa-miR-103a-3p,hsa-miR-107,hsa-miR-6822-5p,hsa-miR-654-5p,hsa-miR-4498,hsa-miR-4514,hsa-miR-4734,hsa-miR-4261,hsa-miR-17-3p,hsa-miR-6729-5p,hsa-miR-4317,hsa-miR-3652,hsa-miR-4732-5p,hsa-miR-146a-5p,hsa-miR-6757-5p,hsa-miR-320e,hsa-miR-4489,hsa-miR-7847-3p,hsa-miR-3934-5p,hsa-miR-4700-5p,hsa-miR-4298,hsa-miR-23a-3p,hsa-miR-8060,hsa-miR-6742-5p,hsa-miR-483-5p,hsa-miR-15b-5p,hsa-miR-3137,hsa-miR-3151-5p,hsa-miR-4538,hsa-miR-320d,hsa-miR-6748-5p,hsa-miR-3617-5p,hsa-miR-6760-5p,hsa-miR-1343-3p,hsa-miR-4652-5p,hsa-miR-3605-5p,hsa-miR-25-3p,hsa-miR-4436b-3p,hsa-miR-320c,hsa-miR-4300,hsa-miR-140-3p,hsa-miR-4259,hsa-miR-221-3p,hsa-miR-423-3p,hsa-miR-185-5p,hsa-miR-15a-5p,hsa-miR-505-5p,hsa-miR-6728-5p,hsa-miR-222-3p,hsa-miR-4690-5p,hsa-miR-22-3p,hsa-miR-1247-3p,hsa-miR-126-3p,breast cancer
1876459,8.7011,8.545383,7.180562,13.42839,9.349552,8.712776,12.23352,9.547459,7.108537,9.214296,11.18573,7.668773,9.237751,9.510167,8.526418,6.476438,11.62245,6.856271,7.212736,6.968204,11.65064,6.930329,4.715292,6.530994,11.89568,6.419537,5.5645,7.11832,6.068321,5.933712,7.04002,8.050304,4.715292,7.852464,7.694815,11.49086,10.0803,9.166691,7.788015,10.57153,6.509822,6.189484,6.714665,4.889446,10.26357,4.715292,4.715292,4.715292,4.715292,5.008339,5.754897,6.344194,4.715292,13.39052,4.715292,5.32272,12.20123,4.715292,6.31755,5.584891,6.109832,8.549911,4.715292,5.27331,7.432827,5.544962,4.715292,7.560869,4.715292,4.715292,5.657654,6.669912,4.715292,4.715292,6.802611,4.715292,4.715292,4.715292,6.224818,4.715292,7.319605,5.481069,4.715292,4.715292,4.715292,4.715292,4.715292,4.715292,5.306039,4.715292,6.191196,4.715292,4.715292,4.715292,4.715292,4.715292,6.607056,4.715292,7.648631,4.715292,1
1876461,9.495766,8.76679,7.121703,14.00627,9.15795,8.797709,11.8588,9.759431,6.933784,9.307012,11.2906,6.967639,9.529367,9.497966,7.772241,6.489492,11.64708,6.533206,6.321012,7.590446,10.9708,6.250383,4.875437,5.391972,10.68597,5.589489,4.875437,6.548064,5.548339,4.875437,6.289068,8.065516,4.875437,7.124501,6.256428,10.88389,9.76768,8.838717,6.777837,8.464808,6.71359,4.875437,5.847587,5.269294,8.957565,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,6.401355,4.875437,13.83073,4.875437,4.875437,11.47672,4.875437,6.19776,4.875437,4.875437,8.061262,4.875437,4.875437,7.184157,4.875437,4.875437,6.896427,4.875437,4.875437,7.317225,5.714076,4.875437,4.875437,6.36012,4.875437,4.875437,4.875437,4.875437,4.875437,6.472128,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,4.875437,6.702385,4.875437,6.751,4.875437,1
1876462,9.271127,8.991077,7.455093,14.06065,9.281874,8.298921,11.95753,9.079252,6.391709,9.097405,11.31166,6.673475,9.848204,9.147848,7.693587,6.92975,11.19326,6.122524,6.735626,8.182003,10.75856,6.598905,5.432124,5.60204,10.95032,6.314466,4.066619,6.230482,5.413284,4.757623,6.804989,8.050377,4.995719,6.281093,6.794303,10.4745,9.764126,8.772585,6.844666,9.610839,6.908534,5.056516,6.190909,4.684521,9.018658,4.47373,4.740075,4.325109,4.066619,6.051437,4.892591,6.90394,4.066619,13.85687,4.066619,4.749138,11.13964,4.066619,6.164295,4.752835,5.57143,7.928304,4.066619,4.975341,7.358435,4.519906,4.066619,6.93453,4.743167,4.066619,7.053713,6.386906,4.265978,4.066619,6.405526,4.066619,4.066619,5.180193,4.066619,5.027843,6.603591,4.066619,4.066619,4.211411,4.066619,4.066619,4.066619,4.066619,5.386448,4.853445,4.696021,4.066619,4.066619,4.066619,4.066619,4.066619,6.610646,4.638391,6.75579,4.066619,1
1876463,9.849928,9.507808,7.526717,14.79034,9.616231,8.466413,12.49397,9.462939,7.726852,8.973849,11.15497,7.041171,9.821758,9.538021,8.457355,6.869412,11.58112,7.204502,7.057944,8.143346,11.19678,7.608593,7.555529,6.674283,11.26376,6.403404,5.952613,7.391753,7.405724,5.695876,6.4758,8.464234,5.810533,7.587293,7.69595,11.1406,10.01519,8.962059,7.051288,10.92613,7.906361,6.732646,8.263078,7.475663,9.470571,6.407696,5.695876,5.695876,5.695876,5.928776,5.695876,7.817076,5.695876,14.12175,5.695876,5.695876,11.7687,5.695876,6.679341,6.60689,5.695876,8.603144,6.938004,6.506779,8.059418,5.695876,7.696887,5.695876,5.695876,6.85215,7.449914,6.33109,7.094496,5.695876,5.695876,5.695876,5.695876,6.389153,5.695876,5.695876,6.74575,5.695876,5.695876,5.695876,5.695876,5.899682,6.543491,6.498006,7.411966,5.695876,5.695876,5.695876,5.695876,5.695876,5.695876,5.695876,7.730418,5.695876,7.146549,5.695876,1
1876464,9.800531,9.190332,7.794364,13.82116,9.702384,8.43773,12.91984,10.00914,6.847856,8.992546,11.55989,7.371795,9.708941,9.37368,8.367127,7.408338,11.39143,7.208711,7.366361,6.919438,11.6932,7.541877,6.452875,6.060492,12.00301,7.210801,6.060492,6.684069,8.132513,6.060492,7.186687,8.4531,6.060492,7.321414,7.72506,11.50635,10.08233,8.905222,6.893951,11.36505,7.19172,6.060492,6.060492,6.060492,10.14904,6.060492,6.060492,6.060492,6.060492,6.592166,6.060492,6.273313,6.060492,14.10504,6.281741,6.060492,11.95944,6.060492,6.534202,6.668264,6.060492,8.642942,6.060492,6.060492,7.84012,6.060492,6.060492,7.45214,6.778379,6.060492,6.060492,7.027024,6.060492,6.060492,6.313536,6.060492,6.060492,6.060492,6.060492,6.060492,7.799709,6.060492,6.060492,6.060492,6.060492,6.060492,6.060492,6.060492,6.060492,6.060492,6.193172,6.060492,6.060492,6.060492,6.060492,6.060492,6.834816,6.437129,7.329716,6.060492,1
1876465,9.477724,9.444176,7.312443,14.19289,9.077982,8.130917,12.05401,9.27951,6.711734,9.105858,11.38368,6.441333,9.959676,9.275686,7.545229,6.468246,11.26792,5.22661,5.599824,7.860491,10.04386,6.752526,5.645089,5.328618,11.37142,6.027775,4.26155,5.773356,3.99267,3.99267,5.946501,7.678319,3.99267,6.744572,5.389513,9.997589,10.24652,9.055441,7.017328,6.876209,6.809559,3.99267,6.25921,3.99267,9.251489,3.99267,4.697562,3.99267,3.99267,5.015599,5.013083,6.628029,3.99267,14.23116,5.032856,3.99267,11.65512,3.99267,6.27927,4.201904,4.466036,8.565012,3.99267,3.99267,7.547565,3.99267,3.99267,7.156934,4.204052,3.99267,6.543528,5.560264,3.99267,3.99267,6.595572,3.99267,3.99267,3.99267,3.99267,4.134942,6.883923,3.99267,3.99267,3.99267,3.99267,3.99267,3.99267,3.99267,3.99267,3.99267,4.731721,4.281586,3.99267,4.763271,3.99267,3.99267,6.543504,3.99267,6.611464,3.99267,1
1876466,9.839179,9.175949,7.258462,14.52595,9.551842,8.879657,12.05162,9.793876,6.551877,9.31463,11.44408,7.319538,9.770828,9.027122,8.564565,7.096714,11.99549,6.968328,6.939067,7.49953,11.57246,7.024067,4.681532,6.073786,11.43755,6.563132,6.034144,7.401802,6.800182,5.651238,7.407353,8.271698,6.168917,7.646211,7.289778,11.44693,9.97179,8.92587,7.146494,11.41916,6.952374,4.347591,6.037214,6.365886,9.643474,4.608347,5.211902,4.676692,3.788822,4.564514,5.611964,6.067849,3.788822,13.90384,4.703428,3.788822,12.05213,3.788822,6.780437,5.828305,4.541592,8.544847,4.752262,5.134336,7.734696,4.833343,3.788822,7.584755,6.753566,3.788822,6.941658,7.136708,5.003999,3.788822,6.486535,3.788822,4.066648,4.441858,4.54695,3.888822,7.306314,5.225879,3.788822,3.788822,3.788822,4.733778,3.788822,3.788822,4.414747,4.980023,5.835249,3.788822,3.788822,3.788822,3.788822,3.788822,6.757651,6.576754,6.93279,3.788822,1
1876468,9.675574,9.333547,7.541309,14.53125,9.40794,8.618926,11.88768,9.150032,7.607725,9.08209,11.24365,6.886097,9.682312,9.182139,7.845299,6.312212,11.83445,6.565627,6.745854,7.640614,10.28026,7.227896,6.708279,5.860713,11.10557,5.543871,5.178622,6.604954,6.081894,5.178622,6.543799,8.268055,6.222538,7.434894,6.941434,10.04879,9.945563,8.908154,6.82773,9.501689,7.940993,5.178622,7.321983,7.600162,8.74202,6.424935,5.416143,5.935097,5.488708,5.749114,5.178622,7.962044,5.178622,13.95634,5.178622,5.668474,11.82026,5.588764,6.43879,5.913343,5.178622,8.015959,5.622874,6.432961,8.120932,5.499149,6.38087,7.064083,5.178622,5.799382,7.731056,6.064173,7.360137,6.039235,6.062458,6.066534,6.317138,5.178622,5.178622,5.178622,6.091385,5.178622,5.178622,5.178622,5.881192,5.877664,5.178622,5.644035,5.535775,5.65172,5.178622,5.676683,5.490157,5.852056,6.406667,5.823085,7.199396,5.178622,7.127441,5.178622,1
1876469,9.326225,8.99402,7.540172,14.48456,9.402573,8.47642,11.92485,9.768759,6.044996,9.546854,11.56372,7.183354,10.15905,9.479419,7.830205,6.671106,11.70562,5.629184,6.614065,7.903842,10.35513,6.830579,4.519903,6.487097,11.38174,5.708691,4.568392,5.864581,4.328227,5.186908,5.962899,8.380153,5.051315,6.235324,5.925653,9.688274,10.04265,9.153325,7.517058,8.26498,7.825369,4.328227,5.263316,4.328227,9.848033,5.969211,4.328227,4.600551,5.498065,5.286108,4.954694,6.58952,4.678737,14.16934,4.328227,4.328227,11.39585,5.784391,6.957271,6.158616,4.328227,8.451971,4.328227,4.328227,8.667003,5.672743,6.153502,7.728561,4.328227,4.428227,7.860997,6.197244,4.328227,4.328227,6.654727,4.328227,4.328227,5.249475,4.328227,4.328227,6.352303,5.722952,4.328227,4.328227,5.242043,5.02983,4.476352,4.328227,4.328227,4.794648,4.328227,5.464317,4.656443,4.328227,4.328227,4.328227,6.730286,4.328227,7.085233,4.328227,1
1876471,8.833714,9.125326,7.042482,13.99695,8.999682,8.201851,11.84213,9.18651,7.647469,8.917725,11.17855,7.199123,9.527073,9.187401,7.659668,6.827468,11.38124,4.95816,6.169423,7.982739,10.46167,6.285147,4.95816,6.723232,11.50686,5.98195,4.95816,6.78059,4.95816,4.95816,5.902666,7.775031,4.95816,8.357862,6.2437,10.29338,10.1454,8.898413,7.498926,8.102315,6.613032,7.284776,6.6326,6.137199,9.882304,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,7.058227,4.95816,13.84268,4.95816,4.95816,11.70685,4.95816,6.302233,5.883319,5.604751,8.304089,4.95816,4.95816,7.700755,4.95816,5.84681,7.027067,4.95816,4.95816,6.290599,5.976302,6.007216,4.95816,5.509303,4.95816,4.95816,0,5.371837,5.574801,6.799338,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,4.95816,8.567968,5.865355,7.651341,4.95816,1
1876473,9.915109,8.77597,7.472816,14.41015,9.07024,8.521623,12.07298,9.375736,7.351685,9.44495,11.38009,6.796754,10.11522,9.202195,7.714207,6.696078,12.01753,6.411332,6.197071,7.258767,10.19268,6.824867,4.803833,5.772138,10.88295,5.519087,3.831693,5.942738,6.893665,4.349347,5.607618,8.10822,5.519929,7.543095,6.257095,9.989465,10.01396,8.563406,7.141006,10.82996,6.750928,4.044178,5.18044,5.114602,9.521692,4.496533,3.858541,3.561068,3.561068,5.640995,4.714897,6.209447,3.724538,13.96049,3.910243,3.964282,11.77319,3.561068,6.40584,6.144468,3.561068,8.035714,3.691865,3.561068,7.372807,5.653506,3.561068,7.018824,5.022432,3.561068,6.659005,5.78458,3.561068,3.561068,6.114685,3.930697,3.561068,4.510274,4.551887,3.561068,6.469159,4.678614,4.162199,3.561068,3.561068,4.469694,3.74134,3.561068,4.328032,3.561068,3.905395,3.561068,3.561068,4.282958,3.561068,3.561068,6.585791,5.211983,6.502282,3.561068,1
1876474,9.782787,8.649648,7.338476,14.58964,9.212349,8.6211,11.55948,9.26439,7.881417,9.179476,11.04118,7.254186,9.924028,9.061774,7.37793,6.054594,12.20197,5.943018,6.217706,7.140688,10.10736,6.261631,5.077233,4.970767,10.77771,5.971592,5.03133,5.590982,6.904423,3.776814,5.936481,7.885807,4.945391,8.519403,5.960238,9.906431,9.981453,8.477634,6.430087,9.980467,6.765365,4.069771,5.33428,4.824001,8.362073,4.965373,4.161519,3.776814,3.776814,4.96448,4.340794,6.109725,3.776814,13.92459,4.131563,4.070485,11.82046,3.776814,5.937846,5.417247,3.776814,7.85289,3.776814,3.776814,7.624904,4.439764,3.98253,7.032769,4.595098,3.776814,6.918823,5.796961,4.2653,4.219383,6.39061,3.776814,4.287571,4.593888,4.491577,3.776814,6.467304,3.776814,3.776814,4.051234,3.776814,3.944649,4.354861,3.776814,4.321203,4.666529,4.740116,5.039385,3.90924,3.776814,3.776814,4.099965,6.429829,4.195951,6.362803,3.776814,1
1876475,6.381428,8.34446,7.158592,11.95412,9.096728,9.395445,13.37638,9.121403,7.438675,9.210984,10.88383,7.653656,8.656132,10.16116,8.849541,7.782319,10.70466,6.797262,8.461679,6.39556,11.31524,8.672614,7.462211,7.258322,10.70091,6.455874,3.377914,6.103301,7.301381,3.377914,6.494337,8.912478,3.377914,7.607177,8.175924,11.33213,9.828762,8.719605,6.695024,7.501413,8.211234,4.828931,7.682574,7.335986,9.484218,4.020443,4.503192,3.377914,3.377914,3.377914,5.905577,7.990626,3.377914,11.75145,4.353042,4.973493,11.38271,4.215235,6.773235,3.377914,5.135727,10.04661,5.429296,5.467148,8.223295,5.301205,7.1861,7.655338,5.473938,6.042747,7.48315,7.384588,7.13271,5.987246,7.368879,3.377914,3.377914,7.100896,3.377914,6.566298,7.113851,3.377914,5.230374,3.377914,3.377914,3.377914,6.770994,5.519338,6.797412,3.377914,5.665715,5.890176,3.377914,4.377697,3.377914,3.377914,7.430417,5.232376,7.535545,3.377914,1
1876477,9.963449,9.682542,7.904964,14.56668,8.998302,8.338458,13.37152,9.96781,7.054174,9.04571,11.42757,6.875713,10.01978,9.888924,8.90561,7.201852,11.4029,7.618547,7.468397,7.521314,11.64272,7.995614,6.479385,7.020127,11.90391,6.688289,5.077394,7.018515,6.757698,5.58589,7.250181,8.752242,5.077394,6.890398,6.927016,11.50799,10.20802,9.275863,7.900824,10.13767,7.798555,5.077394,7.266772,6.685666,10.36605,5.077394,5.077394,5.077394,5.077394,5.760757,5.816936,6.764009,5.077394,14.19864,5.311919,5.285928,11.8078,5.077394,6.881011,6.193874,6.148372,9.269548,5.077394,5.507421,7.762534,5.077394,5.177986,7.278054,6.249968,5.077394,5.512324,6.870179,5.204908,5.077394,6.586003,5.077394,5.317806,5.380913,5.077394,5.077394,7.055773,5.983776,5.329948,5.077394,5.077394,5.768249,5.490366,5.077394,5.594793,5.077394,5.681249,5.422759,5.077394,5.077394,5.077394,5.077394,7.154202,6.46314,6.772012,5.077394,1
1876479,9.308278,9.094797,7.53265,14.31323,9.121877,8.462117,13.14116,9.630578,6.770285,9.208831,11.55572,7.380667,9.601378,9.501287,8.032316,7.590333,11.61469,6.195603,6.542511,7.337161,10.9143,7.780908,5.291303,5.698284,11.8479,5.83892,5.291303,6.659117,6.269434,6.033633,6.845499,8.829211,5.291303,7.55273,6.627215,10.62108,10.1873,9.187423,7.934279,10.29745,7.343894,5.291303,6.579288,5.291303,10.46393,5.681895,5.291303,5.291303,5.291303,5.710885,5.291303,5.788989,5.291303,14.14262,5.291303,5.291303,11.99315,5.291303,5.640402,5.888371,5.291303,8.86556,5.291303,5.291303,8.054055,5.291303,5.291303,7.577156,5.291303,5.291303,5.612456,6.403323,5.291303,5.291303,5.958334,5.291303,5.291303,5.565454,6.118973,5.463532,7.14444,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,5.291303,7.302028,5.291303,7.554127,5.291303,1
1876480,9.494592,9.488382,7.473434,13.93961,9.508519,8.46345,13.30801,9.391625,7.665276,9.12654,11.4547,7.088953,9.835902,9.933469,8.968587,7.418714,11.21702,7.896816,7.678133,7.823277,11.77528,7.887953,6.372415,7.063597,11.18331,6.73103,4.933179,7.388821,8.100177,5.665184,7.081088,8.983041,5.371553,6.595849,7.436576,11.78097,10.14374,8.940694,7.481332,10.74289,7.661982,5.206748,6.674616,6.572161,9.747181,6.017293,4.453276,4.453276,4.453276,4.611166,5.582397,7.251327,4.453276,13.73794,4.453276,5.638761,11.60723,4.453276,6.927559,7.522657,4.644134,9.253119,5.473231,4.453276,7.620047,5.877456,4.789214,7.135952,7.463094,4.453276,6.878381,6.690686,5.017209,4.453276,5.546719,5.162262,4.453276,5.781371,5.853439,4.453276,7.272341,6.606936,5.56459,4.453276,6.73752,4.906131,4.886975,4.453276,5.508027,4.680034,5.241251,5.110311,4.453276,5.052759,5.089415,4.453276,6.592574,5.745359,7.502028,4.453276,1
1876486,8.294672,8.847054,7.612003,12.85004,8.687008,8.43364,14.55859,9.651311,7.225317,8.676454,11.33324,7.288284,9.4134,9.116979,8.613444,8.500806,11.04927,7.195879,7.796659,5.505487,11.2846,8.85459,8.059431,6.07285,12.24743,7.634152,5.900957,8.069674,8.149617,6.547034,7.549921,9.997187,7.592618,6.330392,7.377342,11.13536,10.19049,9.138823,8.150157,12.42349,7.326033,5.030035,6.576222,6.48164,11.01535,6.566294,5.030035,5.213254,5.030035,6.076767,5.030035,6.538105,5.030035,12.60063,5.030035,5.322325,11.46656,5.030035,6.824943,7.692334,5.030035,10.72369,5.030035,5.030035,7.944656,5.792194,5.030035,7.731912,5.030035,5.030035,5.030035,7.365848,5.306462,5.030035,5.737039,5.030035,5.030035,5.030035,5.843851,5.030035,7.561894,5.030035,5.030035,5.030035,5.030035,5.030035,5.030035,5.030035,5.030035,5.18654,6.037301,5.030035,5.030035,5.030035,5.030035,5.030035,6.22698,6.562148,7.447298,5.030035,1
1876488,8.83658,8.909084,7.555039,13.85162,8.81968,8.187003,13.83795,9.31515,8.032697,9.250007,11.27593,7.099589,9.556954,9.358385,8.449471,7.908065,11.56729,6.936728,7.032949,7.10186,10.89785,8.194647,6.509358,6.144415,12.16804,6.523852,4.794442,7.301021,8.169384,6.108562,6.77168,9.438125,6.548697,7.367871,6.618665,10.38529,10.28541,9.388901,8.463011,11.5073,7.752046,5.769923,6.068439,4.744885,11.23441,5.691617,4.386702,4.386702,4.386702,5.603203,5.972457,6.471203,4.386702,13.39894,4.961411,4.386702,11.65039,4.386702,6.365155,7.216608,4.486701,9.286758,4.386702,5.047939,8.239485,5.340206,4.386702,7.452693,4.986056,4.730696,6.355917,7.268476,4.386702,4.386702,5.739001,4.386702,4.933024,4.82896,5.81457,4.991957,7.241702,4.386702,4.937962,4.386702,4.386702,5.142133,4.386702,4.386702,4.386702,4.386702,5.076498,4.386702,4.386702,4.386702,4.386702,4.386702,7.027669,5.351209,7.580297,4.386702,1
1876490,9.306462,9.614161,7.526009,14.02556,8.945398,8.072559,12.5225,8.931301,6.851826,8.738666,11.1371,7.143822,10.19648,9.098258,7.987435,6.890408,11.08872,6.26754,7.198992,7.087969,10.43234,7.153352,6.011123,4.841038,10.88134,6.601201,4.959166,6.837579,4.326285,4.326285,6.804574,8.90469,4.326285,6.588631,7.031214,10.6295,10.0475,8.851151,6.066444,8.464126,7.360683,6.16539,6.657301,4.326285,8.841882,5.224083,4.326285,4.326285,4.326285,6.359741,4.326285,6.717328,4.326285,13.91046,4.326285,4.583128,11.35891,4.326285,6.842546,5.239662,5.209919,8.921216,4.326285,4.691127,7.427679,4.974707,4.326285,7.496686,4.326285,4.326285,6.430056,6.616542,4.790073,4.326285,6.335971,4.326285,4.529051,4.654555,5.029317,4.326285,7.150393,4.326285,4.326285,4.326285,4.326285,4.82881,5.254392,5.98517,4.909123,4.326285,5.638661,4.798007,4.326285,4.620744,4.326285,4.326285,6.191446,4.780372,6.844521,4.326285,1
1876492,9.129108,9.173828,7.94676,14.26286,8.999132,8.022937,13.00149,8.532788,7.846801,9.145729,11.3134,7.406122,9.914121,9.505035,8.687366,7.522504,11.46047,7.445784,7.494672,7.241606,11.24891,7.216232,6.195016,6.369133,11.61941,6.825885,5.46684,7.40986,6.601313,4.46926,6.425659,9.093415,6.412355,7.3948,7.336115,10.47286,10.5133,9.418344,7.934216,10.87767,7.644392,5.970539,7.383033,4.379293,10.18674,6.179239,4.207747,4.207747,4.207747,5.445955,4.207747,5.94482,4.207747,13.79236,4.207747,4.207747,11.93885,4.207747,7.408794,6.296517,4.207747,8.831597,5.612742,4.207747,7.679276,4.207747,4.207747,7.214906,4.207747,4.207747,5.502046,6.696521,4.207747,4.207747,6.575504,4.63213,5.279296,5.529763,4.207747,4.624418,7.005477,5.301747,4.32792,4.207747,4.207747,5.175094,4.34971,5.035259,4.315009,4.207747,4.207747,5.634948,4.207747,4.410311,4.207747,4.207747,7.392168,4.207747,7.492289,4.207747,1
1876493,9.28977,8.745616,7.636291,14.20985,8.58189,7.981805,13.62322,8.726729,7.727019,8.818317,11.3912,6.427489,10.27297,8.822654,7.823074,7.662823,11.67294,5.975807,5.798803,6.859362,9.414268,7.650104,7.083824,4.753541,12.33066,8.694278,5.95589,6.101969,6.750054,5.365231,5.815851,9.585089,6.681292,7.956682,6.066751,9.256513,10.55719,9.401059,8.115938,11.05762,6.803486,4.9321,5.23506,6.273339,11.76382,8.021931,3.118573,3.356308,3.403194,5.378163,3.994986,6.118072,3.118573,13.3335,4.029359,3.789629,12.05753,3.831365,6.996899,6.437889,3.118573,9.609042,6.612165,4.758286,7.594185,5.239244,3.118573,7.144791,6.175018,3.883157,5.283508,7.003511,3.427134,3.554115,5.671919,3.927255,7.088774,4.445046,3.67858,4.1034,6.746513,3.566252,3.118573,3.118573,4.111513,7.605665,3.717106,4.718783,4.181391,3.118573,6.092357,4.861097,3.118573,3.456869,3.118573,3.118573,6.773111,6.694498,6.78016,3.118573,1
1876495,8.840815,9.055914,7.279038,13.18312,8.866656,8.488786,13.00344,9.272815,6.821411,9.096241,11.51916,7.119016,9.562455,9.366403,8.119798,7.918372,11.20245,5.106474,7.210644,5.827354,9.939187,7.205928,6.594617,5.371177,12.67733,6.872293,4.687761,6.786989,4.687761,5.373494,6.742929,9.199001,4.687761,6.995553,6.203698,10.3445,10.70575,9.758325,8.483605,7.282739,7.33809,4.687761,6.759848,4.687761,10.88907,4.687761,4.687761,4.687761,4.687761,5.968236,4.687761,4.863389,4.687761,13.39768,4.687761,4.687761,12.05008,4.687761,7.185499,4.687761,5.764363,9.980239,4.687761,4.687761,7.842316,5.775078,4.687761,8.000299,4.687761,4.687761,4.687761,7.449565,4.687761,4.687761,6.055168,4.687761,4.687761,5.093503,5.524389,4.687761,7.022454,4.687761,5.49086,4.687761,4.687761,4.687761,4.687761,4.687761,4.687761,4.687761,5.046761,4.687761,4.687761,4.687761,4.687761,4.687761,6.625198,4.687761,7.561928,4.687761,1
1876497,9.352289,9.535366,7.948932,14.00358,9.437784,8.464965,13.60194,9.28064,7.561359,8.997348,11.57703,7.65754,10.10077,9.600928,8.953475,8.054931,11.05809,7.487063,7.974958,6.850315,11.39975,7.723251,7.478751,5.563317,12.01294,6.501999,5.539883,8.107715,9.196996,6.375623,7.798071,9.648758,8.393979,7.078286,7.849639,11.60832,10.51107,8.83671,7.138759,13.54338,7.513098,6.25048,6.455287,7.479527,10.7206,5.418891,4.799211,4.799211,4.799211,5.844301,5.821694,6.816167,4.799211,13.7261,5.481065,4.979728,11.682,4.799211,6.834273,7.892226,4.799211,9.795364,5.735254,4.799211,7.715393,6.766,4.799211,7.50627,7.223439,5.507142,4.799211,7.264056,5.727781,4.799211,6.349829,5.044901,4.799211,4.799211,6.390727,4.799211,7.544338,4.799211,6.283139,4.799211,4.799211,4.799211,4.799211,5.359102,5.416084,4.799211,5.133094,4.799211,4.799211,5.339894,4.799211,4.799211,6.061236,5.584164,7.660305,4.799211,1
1876501,9.336633,8.691294,8.073207,14.28261,9.335998,8.982672,12.91763,9.016866,7.748851,9.193971,11.20913,8.785933,10.16959,9.263146,8.831122,8.507668,11.69631,8.212029,8.479685,6.023945,10.83871,7.853601,6.131567,8.145124,12.25949,7.874867,5.391367,8.266067,7.333409,7.666164,7.088305,9.376365,7.082634,8.046153,0,10.47768,10.40598,9.716359,9.0301,9.981499,7.893898,5.896129,7.360095,6.14033,10.96188,8.026208,7.489881,7.722435,8.09519,7.686079,5.531687,7.71945,8.802728,12.54883,5.66927,7.855759,12.10561,8.470134,8.347235,8.624177,7.477898,9.608982,5.391367,7.285986,8.446556,7.94015,6.155736,8.257934,7.411639,6.075319,7.13212,7.959456,6.119531,8.119209,7.203238,7.737247,7.754498,7.909703,8.077716,6.494068,7.717772,8.524785,7.81969,7.189382,8.821266,7.814249,5.391367,5.391367,6.657587,8.436824,5.746933,5.598124,5.391367,7.904438,8.421885,7.799984,7.483132,6.550163,8.730251,7.34632,1
